,Tweet,Username
754,"During my interactions with #ExamWarriors, I come across some students who fear mathematics. One of the many ways to sharpen mathematical skills is Vedic Maths. Spoke about it and also interacted with someone who has been passionate about it for two decades. #MannKiBaat https://t.co/FLCHZ9DJh3",narendramodi
755,Did you know of India’s glorious mathematical tradition? #MannKiBaat https://t.co/pZmt7zsUgV,narendramodi
756,It makes me happy and proud to see numerous innovations that further ‘Ease of Living’ for persons with disabilities. I hope our StartUps and tech lovers keep working in this direction. #MannKiBaat https://t.co/ZBeiCKvIVO,narendramodi
757,Soaring temperatures means a renewed focus on saving every drop of water. Talked about some such collective efforts during today’s #MannKiBaat. https://t.co/q98AKDA3A4,narendramodi
758,"India is being transformed and one such transformation is seen in the manner in which our fellow citizens are embracing digital payments. 

Have you ever tried a ‘cashless day out’ or gone on a vacation and paid digitally most of the times? #MannKiBaat https://t.co/t0Kb4cKLE7",narendramodi
759,Summer vacations are here and why not spend some time visiting a local museum! Share your #MuseumMemories on social media so that others can also know more about our rich and diverse culture. #MannKiBaat https://t.co/PGxRIV33GH,narendramodi
760,"In the run-up to today’s #MannKiBaat, particularly in the last one week, I’ve been getting many letters that illustrate the great enthusiasm towards the Pradhanmantri Sangrahalaya.

I’d urge everyone to go visit the museum in the coming days! https://t.co/O4hjcOmJdk",narendramodi
761,Panchayati Raj institutions strengthen the spirit of democracy. Addressing Gram Sabhas across the country from Jammu &amp; Kashmir. https://t.co/dMWlbBU92x,narendramodi
762,Sharing this month's #MannKiBaat. Hear LIVE. https://t.co/IJ1Ll9gAmu,narendramodi
763,At the core of our good governance efforts in India’s villages is to leverage the power of technology for the welfare of people. An example of this is the SVAMITVA scheme which has given great results. #AatmanirbharPanchayat https://t.co/ay2WfQakgA,narendramodi
764,Tune in at 11 AM. #MannKiBaat https://t.co/z7q37hlB3C,narendramodi
765,Birthday greetings to Goa CM @DrPramodPSawant Ji. He is at the forefront of many good governance initiatives to transform Goa. May he lead a long and healthy life.,narendramodi
766,"?? ??? ?? ????????? ??????? ??? ???? ?? ????? ??????????? ???????? ?????? ???????? ?? ????????? ???, ????? ?????? ??? ?? ?? ???? ?? ??????? ????? ??? ???, ?????????? ???? ?? ??????? ??? ???? ???????? ?? ?? ???? ????? ???? ?? ?????? ????",narendramodi
767,????????????? ??? ?????? @sarbanandsonwal ????????? ???? ????? ??????? ???? ??????? ???????? ???? ???? ?????? ????????? ?? ????? ???? ???? https://t.co/jScd1lJG5N,narendramodi
768,Joined the Bihu celebrations at the residence of my Ministerial colleague @sarbanandsonwal Ji. India is proud of the vibrant culture of Assam. https://t.co/1xkCV0sGAR,narendramodi
769,"????-???? ??????? @AnupamPKher ??? ?? ??????? ?????? ?? ?????????? ?? ???????? ?? ??, ?? ???? ??? ????? ?? ???? ?? ??? ?????? ??????? ???? ???? ??? https://t.co/6hFfd7ivmJ",narendramodi
770,"It is a matter of great joy that the Khelo India University Games being held in Bengaluru will be inaugurated tomorrow, 24th April. These games will go a long way in nurturing young sporting talent.. I would also be sharing my message on the start of the games tomorrow evening.",narendramodi
771,"Tomorrow evening, I will be in Mumbai where I will receive the 1st Lata Deenanath Mangeshkar Award. I am grateful and humbled by this honour associated with Lata Didi. She always dreamt of a strong and prosperous India and contributed to nation building.",narendramodi
772,"A 500 KW solar power plant at Palli will be inaugurated. SVAMITVA cards will also be handed to various beneficiaries. 

Here are more details about the various development works. https://t.co/50GV1MpvpP",narendramodi
773,The works being inaugurated include the Banihal Qazigund Road Tunnel which is a landmark infra project aimed at ensuring all weather connectivity between the Jammu and Kashmir regions. Jan Aushadi Kendras spread across J&amp;K will also be inaugurated.,narendramodi
774,"Tomorrow, 24th April, we will mark the National Panchayati Raj Day. On this important occasion, I will be in Jammu and Kashmir and from there will address Gram Sabhas across India. Will also lay the foundation stone and inaugurate development works worth over Rs. 20,000 crore.",narendramodi
775,"Met MP CM Shri @ChouhanShivraj Ji, who discussed the good governance initiatives of the MP Government and how their transformative schemes are bringing a positive change in people’s lives. https://t.co/o1q4WfRXTQ",narendramodi
776,PM @BorisJohnson and I spoke about the reforms in India and the investment opportunities they bring. We also had deliberations on strengthening the innovation eco-system for the benefit of our youth and start-ups. https://t.co/wEdwnJN4hs,narendramodi
777,"My talks with PM @BorisJohnson were wide-ranging and productive. We took stock of the ground covered in the India-UK friendship and also discussed new areas of cooperation. Sectors such as trade, commerce, defence and clean energy figured prominently in our discussions. https://t.co/C8jh5RSRRL",narendramodi
778,Addressing joint press meet with UK PM @BorisJohnson. https://t.co/GXPBjQN3CZ,narendramodi
779,#EarthDay is about expressing gratitude to Mother Earth for her kindness and reiterating our commitment to care for our planet. https://t.co/wVeQ6qmLm2,narendramodi
780,"Wonderful to see you, my friend PM @BorisJohnson in India on a long-awaited visit. Look forward to our discussions today. https://t.co/6gUxR1PwPH https://t.co/z6Ufv8zgAb",narendramodi
781,"?????? ??????

?? ??? ?? ?? ???? 
?? ?? ??? https://t.co/a7OzHcZKEE",narendramodi
782,???? ????????? ????? ?? ????? ??? ?????????? ?? ?????????? ?? ???-??? ???? ?? ??????? ?? ???? ?? ????? ?????? ?? ???? https://t.co/8Wyx78mgK2,narendramodi
783,??? ??? ???? ????? ?? ??????? ????? ??? ?? ?????? ?? ???? ?? ??? ???? ??? ???? ?? ???? ??? ??? ??… https://t.co/wggOcE5fep,narendramodi
784,???? ??? ?????? ?? ?? ?????? ?? ???? ?? ???? ???????? ?? ???? ???????? ?? ???-?????? ?? ??? ???? ?? ??-??? ???? ?? ??????? ?? ??? https://t.co/DthGAji5bA,narendramodi
785,Blessed to join the 400th Parkash Purab celebrations of Sri Guru Teg Bahadur Ji at the Red Fort https://t.co/cj02zafDW0,narendramodi
786,??? ???? '?? ???? ???? ???? ????? ?? ?? 400??? ??????? ???? ?????? ???? ????? ??? ?? ????? ?????? https://t.co/g91ZfRSVyg,narendramodi
787,We bow to Sri Guru Tegh Bahadur Ji on his Parkash Purab. https://t.co/c1uRCOSZta,narendramodi
788,"???? ?? ?????? ????? ?? ????? ?? ??????? ?? ??? ??? ???, ????? ???? ?????? ??? ?? ?????????? ?? ?????? ???? ??? https://t.co/PmF1q9AN0o",narendramodi
789,"?? ???? ???????? ?? ???????? ??????? ?? ??? ?? ????? ???? ????? ??????, ?? ???? ?? ???? ?? ??? ???????? https://t.co/JWKScR4wf1",narendramodi
790,The eyes of the world are on India and this makes our task of furthering good governance even more essential. https://t.co/iTxaUM740u,narendramodi
791,"Being a vibrant democracy, we have to focus on these three things:

Bring a positive change in the lives of the common citizens. 

Embrace the transformations going on across the world. Outdated mindsets will no longer help. 

Further the spirit of national unity and integration. https://t.co/QANI2FYzKF",narendramodi
792,Here is how our officers can strengthen the Azadi Ka Amrit Mahotsav and add greater strength to India’s development journey. https://t.co/XlVyWLfCbr,narendramodi
793,"The way ahead lies in learning from each other’s experiences and make those best practices into a reality across the nation.

I urge our administrative framework to learn from case studies of those who have been conferred the PM Awards for Excellence in Public Administration. https://t.co/R1TkRyKEDk",narendramodi
794,Greetings to all the civil servants on Civil Services Day. Addressing a programme on the occasion. https://t.co/iKMY8s6PtN,narendramodi
795,"I was overjoyed after interacting with tribal beneficiaries of various governmental schemes. In the last few years, their ‘Ease of Living’ has been enhanced. 

Watch this video… https://t.co/uoEqp3Q8Ga",narendramodi
796,"At 9:15 PM tomorrow, 21st April, l will have the honour of taking part in the 400th Parkash Purab celebrations of Sri Guru Teg Bahadur Ji. The programme will be held at the iconic Red Fort. A commemorative coin and postage stamp will also be released. https://t.co/zmejDPbhJz",narendramodi
797,"At 11 AM tomorrow, 21st April, I will join the programme in which the Prime Minister’s Awards for Excellence in Public Administration will be given. These Awards recognise transformative changes at the grassroots level which have helped our citizens. https://t.co/0AlsJIGC7K",narendramodi
798,Held productive discussions with PM @KumarJugnauth. We talked about further deepening bilateral cooperation between India and Mauritius across different sectors. https://t.co/FTha4mIjGi,narendramodi
799,??????? ????????? ??????? ??????????? ???????? ???? ???. ????? ?????? ???? ???? ???????? ??????? ??? ???? ??????? ???? ?? ??? ???? ???…. https://t.co/MukX0rikfi,narendramodi
800,????? ?????? ?????? ??????? ??????????? ????????? ??????? ????? ?????? ??. https://t.co/6OeLWdho8t,narendramodi
801,"????? ??????? ?????? ??? ??????? ??????? ???????? ???? ??? ??????? ??????? ??????? ???? ?? ??? ????? ?????? ???????? ? ??????????? ?????? ?????????? ????????? ?????? ??? ??, ?????? ?????? ??? ????? ??? ??. https://t.co/aLPozrW79h",narendramodi
802,??? ? ????? ?? ???? ???????? ????? ????? ??? ????? ???? ????? ???? ?????? ???? ??????? ???? ?????? ??. ? ???????????? ??????? ?????? ?????? ????… https://t.co/O5QW1NtdIH,narendramodi
803,I wish my dear friend Prime Minister Mario Draghi of Italy a speedy recovery from COVID-19. @Palazzo_Chigi,narendramodi
804,"Addressing a programme at launch of development initiatives in Dahod, Gujarat. https://t.co/AK1QGDYDTZ",narendramodi
805,"From the land of Mahatma Gandhi, a Gujarati name has been given to my friend, @DrTedros. https://t.co/jxWqZ9Ng6O",narendramodi
806,"Today’s AYUSH Summit was made even more special by the participation of Rosemary Odinga, the daughter of my friend and former Kenyan PM @RailaOdinga. The Odinga family has personally experienced the benefits of traditional medicine systems. https://t.co/l1DucPq66Z",narendramodi
807,Come to ‘Heal in India!’ https://t.co/BpWiFtklrc,narendramodi
808,"In the last few years, India has made many efforts to promote AYUSH products including deepening cooperation with other nations. https://t.co/fELmn5diyi",narendramodi
809,India’s AYUSH sector is growing rapidly. This is the ideal time to invest in this sector! https://t.co/Ecgqhv5MqH,narendramodi
810,Speaking at the Global AYUSH &amp; Innovation Summit in Gandhinagar. https://t.co/RMhuRNRpBx,narendramodi
811,"Yesterday’s interaction in Banaskantha offers a glimpse of the dynamism and self-confidence of India’s Nari Shakti. 

Have a look at this video…. https://t.co/sBnhWvX2rH",narendramodi
812,"Glad to have interacted with my friend, PM @KumarJugnauth of Mauritius. His coming to Jamnagar today is a remarkable gesture. https://t.co/M7RE8sSzjU",narendramodi
813,One of the highlights of the programme in Banaskantha today was the record participation of our Nari Shakti. Their blessings give us strength to work even harder for our nation. I also had the opportunity to interact with a group of women associated with the dairy sector. https://t.co/KyAdjIjcBZ,narendramodi
814,"Always a delight to meet @DrTedros and exchange notes on further strengthening the health sector. He always cherishes the influence of Indian teachers on his life. And today, he got a lot of praise for his Gujarati skills too! @WHO https://t.co/ygCQvuClkX",narendramodi
815,"India is proud of be home to the @WHO Global Centre for Traditional Medicine. At a time when traditional medicine is picking popularity, this Centre will go a long way in merging the traditional with modern in the quest for a healthier planet. https://t.co/TWCwNe41ZP",narendramodi
816,??? ?? ?????? ????? ?? ??? ?? ???? ?????? ???? ????? ???… https://t.co/WhV4Actkys,narendramodi
817,???????? ?? Integrative Medicine ?? ??????? ??? ???? ????? ?? ?????? ?? ??? ???? ???? ???? ???? ??????? ????? ??? https://t.co/ldDVEhevK4,narendramodi
818,????? ??? ?? ???? ?? ????? ?? ??? ?? ?? ??????? ?? ????? ?? ?????? ???? ?? ??? ???? ?? ???????? United Nations ?? ??????? ???? ??? ???? 2023 ?? International Millet Year ????? ???? ?????? ?? ??? ?? ??????? ??? ??? https://t.co/Tyn4An6W96,narendramodi
819,"???? ?? ???????? ???????? ?????? ????? ???? ?? ????? ???? ??? ??, ????? ?? Life ?? ?? Holistic Science ??? https://t.co/AUNtV6n7D9",narendramodi
820,"World Health Organisation ?? ?????? ?? Traditional Medicine Centre ?? ???? ???? ?? ??? ?? ?????????? ?? ??, ??? ?? ???? ?????? ?? ???? ?? ??? ?? ???? ???? ?????????? ?? ??? ??? ?? ??? ???? 

@WHO https://t.co/PBZFrchDJE",narendramodi
821,The @WHO Global Centre for Traditional Medicine in Jamnagar aims to bring ancient wisdom and modern science together. https://t.co/nbi6TLs9aU,narendramodi
822,??? ?????? ??? ???? ??????? ????? ??? ?????? ???. ?????????? ??????????? ?????? ??? ????? ??????? ???????? ?????? ???? ??? ?????? ????. https://t.co/fz9olHtHBI,narendramodi
823,??????????? ??????????? ??? ??? ???????…! https://t.co/P3Esq9XjaX,narendramodi
824,???????????? “???? ?????” ??????????? ??? ?????? ????? ???????? ????????? ????? ???? ????????? ???? ???????????? ????? ???. https://t.co/3AvGcBH8ms,narendramodi
825,?????? ?????? ???????? ???????????? ?????? ?????? ??????? ???? ?????? ??????? ??????? ??? ?? ?????? ???????? ??? ???? ?? ??. https://t.co/zQDNaHFqur,narendramodi
826,"The goodwill of Jam Saheb’s family is spread all over the world, especially in Europe. In Jamnagar, I had the opportunity to meet Jam Saheb Shri Shatrusalyasinhji, who has always been extremely affectionate towards me as an elder. We had a great time recollecting old memories. https://t.co/i6BERFGSpl",narendramodi
827,??? ??????? ???????? ????? ??? ?? ????????? ??? ??? ????? ???????? ????? ??. ?? ???? ???? ??????? ????? ????? ????? ??? ??????? ????? ?? ??? ??? ????? ???? ??????????????? ???? ??????? ???. ???? ???? ????????? ???? ??????? ???. https://t.co/gTnxmcFadp,narendramodi
828,Glimpses from my visit to @banasdairy1969. The Dairy is equipped with modern infrastructure and is contributing to India’s strides in the dairy and animal husbandry sectors. https://t.co/0tFCnjBiUa,narendramodi
829,Spent time at the impressive Potato Processing Plant at the @banasdairy1969 complex. This factory is all about value addition and is testimony to the innovative zeal of the people of Banaskantha. https://t.co/RV9zj3UPuH,narendramodi
830,"???? ????? ?? ??? ?????? Cheese ?? Whey ????? ?????? ?? ?????? ??? ?????? ?? ??, ???? ???? ??? ????? ??????? ???-????? ?? ??? ??? ???

@banasdairy1969 https://t.co/gV4VDRXfcl",narendramodi
831,"?????? ?? ????????? ?? ??? ?????? ?????????? ????? ??? ???? ?? ???? ?????, ?????…

@banasdairy1969 https://t.co/d9Wa7cbo9x",narendramodi
832,"????????? ??? ??????? ??? ????????? ?????? ?????????? ?????? ??? ?? ??? ???? ?? ???? ??? ??????? ?? ?? ?????? ??? ???? ?????? ???? ??????? ???? ???? ??? 

@banasdairy1969 https://t.co/5gNHSjHLa8",narendramodi
833,???? ????? ?? ????? ????? ?????? ??? ??????? ?? ??????? ??? ??? ?? ????? ????? ???? ???? ??? https://t.co/xHk5G7q1W2,narendramodi
834,Initiatives at Banas Dairy will empower farmers and boost rural economy. https://t.co/QbTQdqyMJX,narendramodi
835,"I would like to applaud the people of Banaskantha for their hardwork and spirit of resilience. The manner in which this district has made a mark in agriculture is commendable. Farmers embraced new technologies, focused on water conservation and the results are for all to see.",narendramodi
836,"In the last several years, the @banasdairy1969 has become a hub for empowering local communities, especially farmers and women. I am particularly proud of the Dairy’s innovative zeal which is seen in their various products. Their continued focus on honey is also laudatory.",narendramodi
837,I am delighted to be visiting @banasdairy1969 yet again. I had last visited the Dairy in 2016. That time a series of products of the Dairy were launched. I had also visited the Dairy in 2013. Here are glimpses from both programmes. https://t.co/J8xlTPHT6e,narendramodi
838,Sharing some glimpses from my visit to the Vidya Samiksha Kendra in Gandhinagar. It is commendable how technology is being leveraged to ensure a more vibrant education sector in Gujarat. This will tremendously benefit the youth of Gujarat. https://t.co/ezRueOdfjq,narendramodi
839,??????????? “?????? ??????? ???????”?? ???? ??????? ?????? ?????? ??????? ??? ???? ???.  ????????? ?????? ????????? ?????????  ?????? ???? ???????????? ?? ???? ????? ??????? ??? ????? ?? ?? ????????? ??. ????? ??????? ???????? ??? ??? ???. https://t.co/6HrquKqLgG,narendramodi
840,"Earlier today, had a fruitful meeting with Manipur CM @NBirenSingh Ji and Ministers from the Manipur government. Was happy to learn about the various good governance efforts of the Manipur government. https://t.co/sSs0770isb",narendramodi
841,At the Vidya Samiksha Kendra in Gandhinagar. https://t.co/kN5pSFO1ig,narendramodi
842,"?????? ???????? ????????? ?????? ??????????? ????? ?????????????, ????????? ??????????. ?? ?????????? ??????????? ????, ?? ??????????? ????????? ??????? ???????????. ???? ??????? ????????? ???? ????????? ????? ?????????????? ??????? ???????????? ?????. ??? ??????.",narendramodi
843,The demise of TT champion Vishwa Deenadayalan is shocking and saddening. He was admired by fellow players and had distinguished himself in several competitions. In this tragic hour my thoughts are with his family and friends. Om Shanti.,narendramodi
844,"?????????? ??? ?????? ???? ??? ?? ????? ??? ?? ????? ?? ???? ??, ?????? ???? ?????? ???? ????????? ?????? ??? ?????? ?? ??????? ?? ?? ???? ?? ????????, ???????? ??????? ?? ??????? ?? ?? ??? ???? ?? ????????????, ??? ?? ???????? ?? ??????? ??? ??? ?? ?????? ??? ??? ??? https://t.co/1FzV3yyfHg",narendramodi
845,????????? ???????? ????? ??????? ??? ???? ??????? ? ????? ????? ? ???????? ???? ?????? ????? ?????? ?????? ??????? ??? ???? ? ????????? ?? ???? ???????? ??????? ??? ?????? ????????? ????????? ????????? ??? ? ?????? ??? ??????????? ??????? ?????? ? ?? ?????? ?,narendramodi
846,Anguished by the passing away of Shri Prafulla Kar Ji. He will be remembered for his pioneering contribution to Odia culture and music. He was blessed with a multifaceted personality and his creativity was reflected in his works. Condolences to his family and admirers. Om Shanti.,narendramodi
847,"On the morning of the 20th, I will take part in the Global AYUSH Investment and Innovation Summit at Mahatma Mandir in Gandhinagar. Later in the day I will be in Dahod at the Adivasi Maha Sammelan which will focus on empowering the poor and marginalised communities.",narendramodi
848,"It is a matter of great pride for every Indian that on the afternoon of the 19th, the foundation stone of the @WHO Global Centre for Traditional Medicine will be laid. This Centre will add strength to the efforts of using traditional forms of medicine to further global wellness.",narendramodi
849,The programme in Banaskantha will take place on the 19th at the impressive @banasdairy1969 complex. A new dairy complex and potato processing plant will also be inaugurated. Both these projects will empower local farmers and contribute to value addition in the agro-dairy space.,narendramodi
850,"Upon reaching Gujarat tomorrow, I will visit the Vidya Samiksha Kendra. This modern centre leverages data and technology in order to improve learning outcomes. I will also interact with those who are working in the education sector.",narendramodi
851,"Starting tomorrow, 18th April, I will be on a two day visit to Gujarat during which I will join programmes in Gandhinagar, Banaskantha, Jamnagar and Dahod. These programmes will cover different sectors and will boost ‘Ease of Living’ for people. 

https://t.co/0CINQbss8S",narendramodi
852,Chandra Shekhar Ji was a towering personality who was widely admired for his commitment to democratic values and efforts to remove poverty. He always worked for the welfare of the downtrodden and marginalised. Tributes to him on his birth anniversary.,narendramodi
853,"Here is an interesting magazine on last month’s #MannKiBaat in which we discussed diverse topics like India’s exports jump, Ayurveda start-ups, water conservation and traditional fairs. Do join the next episode on the 24th. https://t.co/zXUYIrR3bk",narendramodi
854,Happy Easter! We recall the thoughts and ideals of Jesus Christ and the emphasis on social justice as well as compassion. May the spirit of joy and brotherhood be furthered in our society.,narendramodi
855,My sincere condolences on the passing of Bilquis Edhi. Her life long dedication to humanitarian work touched the lives of people across the globe. People in India too remember her fondly. May her soul rest in peace.,narendramodi
856,"Met senior BAPS Sadhus, Ishwarcharan Swami and Brahmavihari Swami. Appreciated BAPS relief work in the time of COVID-19 and during the Ukraine crisis. Discussed the upcoming birth centenary celebrations of HH Pramukh Swami Maharaj Ji and recalled his rich contribution to society. https://t.co/Y4se8vkwM3",narendramodi
857,"Inaugurating a 108 feet statue of Hanuman ji in Morbi, Gujarat. https://t.co/6M0VOXXPmk",narendramodi
858,"I enjoy interacting with our dynamic #ExamWarriors. 

Pariksha Pe Charcha is a vibrant forum for many issues relating to exams and life. 

Insights from all of these interactions can be found in this innovatively curated section on the NaMo App. 

https://t.co/EegBatrBwJ",narendramodi
859,"??? ?? ????? ??? ????? ??????? ?????? ???-????? ?? ???????? ???? ?????????? ??? ??? ??????? ???????? ?? ???? ?? ???? ????? ?? ??? ????? ????? ???? ???????? ??? ??? ?? ??????? ?? ???? ???? ??????? ??????? ????????? ??? ??, ???? ??????? ?? ????? ?? ??? ?? ??? ?? ?? ??? ???? ??? https://t.co/NvZwP0Qc0B",narendramodi
860,"Today, we mark the special occasion of Hanuman Jayanti. In Morbi, at 11 AM, a 108 feet statue of Hanuman ji will be inaugurated. I am honoured to be getting the opportunity to be a part of this programme via video conferencing. 

https://t.co/qjvLIHWWiO https://t.co/kbHcIxd90Z",narendramodi
861,"?????, ???? ?? ???? ?? ?????? ????? ?????? ?? ????? ?? ??? ?????????? ?? ???????? ??????????? ???????? ?? ???? ?? ?? ???? ?? ???? ??, ?????? ?? ?????? ?? ??? ???????? ????",narendramodi
862,Had a wonderful meeting with district Panchayat Members from Gujarat. They had insightful views on ways to improve the quality of life and infrastructure in the villages. https://t.co/sxztdlk9th,narendramodi
863,"Spoke with General Secretary of Communist Party of Vietnam H. E. Nguyen Phu Trong today. We exchanged views on a range of bilateral, regional and global issues and agreed to promote closer cooperation in our economic, trade and defence engagement.",narendramodi
864,?????? ???? ?? ??? ???? ?? ???? ??????... https://t.co/RhhTNbRHVm,narendramodi
865,Hospital in Bhuj will make good quality healthcare accessible to people at affordable price. https://t.co/ip4Y9sNVyz,narendramodi
866,We remember the courage and sacrifices of Jesus Christ today on Good Friday. His ideals of service and brotherhood are the guiding light for several people.,narendramodi
867,Greetings on Vishu! https://t.co/ymI3oIFQWn,narendramodi
868,"Shubho Nabo Barsho!

Best wishes on Poila Boishakh. https://t.co/Nfle3Erb9Z",narendramodi
869,"This is an interesting quiz which will cover a series of good governance initiatives. 

Do take part in the #SabkaVikasMahaQuiz and strengthen our collective quest towards inclusive development. https://t.co/t50ODAlMua",narendramodi
870,Do visit the Pradhanmantri Sangrahalaya and know more about all our PMs… https://t.co/A8ok1Y4YFL,narendramodi
871,Happy to have met you @rickykej! Your passion and enthusiasm towards music keeps getting even stronger. Best wishes for your future endeavours. https://t.co/8kalYNCaK9,narendramodi
872,"At 11 AM tomorrow, 15th April, the KK Patel Super Speciality Hospital in Bhuj will be dedicated to the nation. The hospital will significantly augment health infrastructure in Kutch. I look forward to being a part of the programme via video conferencing. https://t.co/CMWVlNYMZO",narendramodi
873,Sharing some more glimpses from the Pradhanmantri Sangrahalaya. https://t.co/6Hfhe0FVTA,narendramodi
874,Some glimpses from the programme to inaugurate the Pradhanmantri Sangrahalaya in Delhi. https://t.co/WJaf1fpQRg,narendramodi
875,"?? ?? ????? ???? ?? ??? ?? ??????? ??? ????? ?? ??? ??? ??, ??? ??? ??? ???????????? ????????? ???? ?????? ??????? ???? ?? ??? ?????? https://t.co/Y5UAARTKcv",narendramodi
876,"??? ?? ???? ??? ????????? ?? ?????????? ?? ???? ???? ??, ?????? ???????? ?? ???????????? ??, ?? ????????? ????? ??, ???? ????? ?? ???? ???? ?????? ???? 7-8 ?????? ?? ?????? ???? ???

?? ???????? ?? ???? ?? ?? ???? ???????? ??… https://t.co/0ehB2KKsld",narendramodi
877,"Democracy is firmly rooted in India’s history, culture and ethos. 

The Pradhanmantri Sangrahalaya will further deepen the connect between our people and democratic spirit. https://t.co/SBtcex7dnD",narendramodi
878,"From the ramparts of the Red Fort I have said that in the making of our nation, every Government, every Prime Minister has role. 

This spirit is reflected in the Pradhanmantri Sangrahalaya. https://t.co/PDVWoG6XUv",narendramodi
879,"????? ????? ???? ?? ??????? ???? '?? ?? ??? ??? ???? ?????? ??? ??????? ????? ??? ????? ?? ?? ?????? ????? ??? ??????? ???? ??? ?? ??? ??????? ?? ??, ?????? ?? ???-??? ?????? ???? ????? ???? '?? ???? ????? ?????? ???? ???",narendramodi
880,"Greetings to everyone, especially the Sikhs on the special occasion of Khalsa Saajna Diwas. The Khalsa Panth motivates countless people across the world. Inspired by it, Sikhs have distinguished themselves globally in diverse fields.",narendramodi
881,Speaking at the inauguration of Pradhanmantri Sangrahalaya in Delhi. https://t.co/I2ArKZRJdg,narendramodi
882,"??????, ????????, ??????? ?? ??????? ?? ?????? ?? ??? ????????? ?? ????? ????? ????? ?? ??? ??????????? ??? ???? ??? ??? ?? ?? ????? ??? ??????? ???? ?? ???? ?? ????? ??? ???? ???? ?? ?? ??? ?? ??????? ????? ?? ???? ??? ???? ?? ?????? ?? ??? ???? https://t.co/dOJixnlLOj",narendramodi
883,"Today, on Ambedkar Jayanti, paid tributes to Dr. Babasaheb Ambedkar in Delhi. https://t.co/V5EIIObRwh",narendramodi
884,"Mahavir Jayanti greetings to you all. 

We recall the noble teachings of Bhagwan Mahavir, especially the emphasis on peace, compassion and brotherhood. https://t.co/CyKPtNPKZi",narendramodi
885,Greetings on the auspicious occasion of Puthandu. https://t.co/BnxhEqRBIv,narendramodi
886,Happy Odia New Year! May the coming year be filled with joy and good health. https://t.co/vaCfpNwn6G,narendramodi
887,Bohag Bihu greetings to everyone! https://t.co/W5UWbLJhiF,narendramodi
888,Best wishes on the special occasion of Baisakhi. https://t.co/1quwFoRKyM,narendramodi
889,Tributes to Dr. Babasaheb Ambedkar on his Jayanti. He has made indelible contributions to India’s progress. This is a day to reiterate our commitment to fulfil his dreams for our nation. https://t.co/mLTgmJ8tNi,narendramodi
890,"At 11 AM tomorrow, 14th April, the Pradhanmantri Sangrahalaya will be inaugurated which will showcase the contributions of all our PMs. This programme is taking place when India is marking Azadi Ka Amrit Mahotsav. I would urge everyone to visit the museum.
https://t.co/fCSCnuqOnX",narendramodi
891,India applauds the heroic efforts of those involved in rescue operation at Deoghar. https://t.co/IYiQhVjI0G,narendramodi
892,"I’ve spoken about UPI and Digital Payments quite often but I really liked how you’ve used the sound of money transacted through data sonification to effectively convey the point. 

Very interesting, impressive and obviously informative! @indiainpixels https://t.co/rpsjejjR9J",narendramodi
893,Mwalimu Nyerere's life and his work remain a constant inspiration for all of us. The principles of unity and equality that he advocated are as relevant today as ever. My tributes to the great leader and friend of India on his 100th birth anniversary.,narendramodi
894,?????? ?? ?????? ?? ????? ???????? ?????????? ??? ??? ?????? ??????? ?? ??? ??? ?? ?? ??? ???? ????????? ???? ???????????? ???? ?????? ???? ????? ?? ?????????? ?? ??????? ???? ?? ?? ????? ?? ?????? ??? ???? ??? ???? ??? https://t.co/A7VDJH6DtQ,narendramodi
895,"Yesterday, had an excellent meeting with District Panchayat members from Gujarat. We talked at length about issues relating to rural development and leveraging Jan Shakti for societal progress. https://t.co/HOZafnZRlB",narendramodi
896,Tributes to those martyred in Jallianwala Bagh on this day in 1919. Their unparalleled courage and sacrifice will keep motivating the coming generations. Sharing my speech at the inauguration of the renovated complex of Jallianwala Bagh Smarak last year. https://t.co/zjqdqoD0q2,narendramodi
897,????? ?????? ????? ????? ?? ??????? ??? ??? ????? ??????????? ?? ????-???? ????? ?? ??? ?? ??? ??? ????? ?? ????? ???? ?? ????-??????? ?? ??????? ?? ?????????? ??? @myogiadityanath ?? ?? ????? ?? ??? ?? ?????? ????? ?? ????? ??? ???????????? ?? ????? ???????????,narendramodi
898,"?????? ?? ????? ??? 130 ????? ?????????? ?? ??? ?????? ????? ?? ????? ???? ??, ?? ?? ???? ?? ???????? ?? ????? ??? ??????? ????? ?? ??? ????? ?? ???? ???? ????? ?????????? ?????? ?? ?? ?????? ??????????????? ?? ?????, ????????? ?? ??????? ??? ??? ??? ?? ?????? ??????? ?? ??? ??? https://t.co/E92ZC9UxcA",narendramodi
899,"Blessed to take part in a programme at Shree Annapurna Dham in Adalaj, Gujarat. https://t.co/DCCzCkT0dB",narendramodi
900,"Congratulations to H. E. Mian Muhammad Shehbaz Sharif on his election as the Prime Minister of Pakistan. India desires peace and stability in a region free of terror, so that we can focus on our development challenges and ensure the well-being and prosperity of our people.",narendramodi
901,Addressing the India-US virtual summit with @POTUS @JoeBiden. https://t.co/sgYlj2nqSG,narendramodi
902,"???????, 12?? ???????? ??? ????? 11 ????? ???????? ????? ???? ???? ????????????? ???????? ?????? ????? ??? ??????????? ?????? ?????????????? ???????? ??????? ????. ? ??????????? ???? ??????? ?????? ??????? ??????? ???????????? ???????? ?? ????,???? ?????? ????? ??????? ?????? ???",narendramodi
